en,ru
-He ain't got the shakes.,- У него нет дрожи.
Terms of Reference,КРУГ ВЕДЕНИЯ
Welcome arrangements,Встреча участников
Go get help.,Зови на помощь! Иди!
"That was such a sour note, John.","Это было так печально, Джон."
Just takes longer to get to the present.,"Она только занимает время, чтобы добраться до подарка"
Who are you?,Кто ты?
Where?,Где?
We traced the phone number to a pizzeria in Queens.,Мы отследили телефонный номер до пиццерии в районе Куинс.
Oh-Kay.,Окей.
Fulfilled.,Быть состоявшейся.
But what about that?,Но что же это?
"Something funny, Sam?","Я сказал что-то смешное, Сэм?"
- Hi.,- Привет.
I am so sorry.,Я очень сожалею.
"Well, um, thank you.","Что ж, спасибо."
It's an emergency.,Ситуация чрезвычайная.
Where'd you get the extra hair?,Где ты взял дополнительные волосы?
"Residue means your old boyfriend, doesn't it?","Остатки прошлого это твой бывший бойфренд, не так ли?"
# Osama blew them away,# Усама oбopвaл их жизни
"Mr Molesley, I should hate us to appear inhospitable.","Мистер Мозли, мне не хотелось бы казаться негостеприимным."
Clear.,Чисто.
Are you a good boy?,Ты хороший мальчик?
Shit.,Вот дерьмо.
Take this key.,Держи.
Look.,Слушай.
Your mother lives.,Она еще жива.
I just d't.,Но не могу.
This has Burian's pictures in it.,Это рисунки Буриана.
"The General Assembly,","Генеральная Ассамблея,"
"Well, it's like that.","Ну, это то же самое."
"Don't worry about him, honey.",Да не волнуйся ты так.
Thank you. - Not for me.,"- Да, спасибо."
08:01,29:09
All evening.,Весь вечер.
Part I,Часть I
Ron was a good man.,Рон был отличным парнем.
Both of them!,Их обоих!
SOPHIE...,Софи...
He placed an ad.,Он разместил объявление.
"Come on, come on!","Давай, давай."
I don't gamble.,Я не азартный игрок.
Prison!,Уголовник!
"You mean, how do we explain why we were there?","Ты имеешь в виду, как мы объясним наше присутствие там?"
Groups of countries in special situations,"Группы стран, находящихся в особой ситуации"
Could you do that?,Ты бы так смог?
Don't worry.,Не волнуйся.
In Africa?,В Африке?
- I'm Monique.,Я в главной роли.
Where was I?,О чем это я... Ах да...
No other communication until that happens.,Никаких связей пока все это происходит.
Come on.,Поднимайся.
Hard?,Тяжело?
What do the smart girls get?,А что остается умным девушкам?
Military justice,Военная юстиция
Did he do that?,- Это он сделал?
We can negotiate.,Мы можем договориться.
So?,"Ну, как?"
Nothing.,Ничего.
Seriously?,Серьезно?
Together.,Вместе.
We're Hobbits!,Мы - хоббиты!
Alert Status One.,Тревога первой степени.
"Mrs Moore, you look after that lot.","Миссис Мур, присмотрите за ними."
International and local staff,Международный и местный персонал
I'm not prepared to move forward without it.,Я не готов двигаться дальше без ее результатов.
I'm sure.,"Рик, посмотри на меня."
Information provided by the Government of Guyana,КОМИТЕТ ПО ЛИКВИДАЦИИ
You have 12 unheard messages.,У вас двенадцать новых сообщений.
What people?,Какие люди?
"And we don't hide under bridges, you grumpy old troll.","И мы не прячемся под мостами, старый ворчливый тролль."
The time now is 12:22 PM .,The time now is 03:24 PM .
My wife.,Моя жена.
- Welcome.,Добро пожаловать.
You still figuring on shooting me?,Все еще хотите застрелить меня?
Okay?,Хорошо?
You ok?,Ты в порядке?
What are we waiting for?,Чего мы ждем?
Come on.,Перестань.
His jet pack exploded.,Его реактивный индивидуальный летательный аппарат взорвался.
Every piece of metal is gonna obscure something.,Каждый кусочек металла что-нибудь да засветит.
What happened to your hand?,А что с твоей рукой?
I fuck your...,Е.. твою...
"Well, you're doing very well.",Ты отлично справляешься.
How is he?,Как он?
"Joined: 18 Aug 2006, 03:43","Joined: 31 Jul 2005, 21:56"
You were out like a light.,Ты вырубился.
"It's true,",Это правда.
- The boy can't survive on walnuts.,— Ребенок не может питаться одними орехами.
De I'eau.,Воды.
Internet (12),Начинаются с J (1)
"- Oh, you should.","О, должно быть!"
"Not yet, but they're definitely hiding things.","Еще нет,но они определенно прячут что-то."
Sir.,Сэр.
Regional level,В. Региональный уровень
Everything is fine.,Все отлично.
"December 22, 2009","Барселона, 22 декабря 2009"
Let us review similar initiatives in Southeast Asia.,Давайте познакомимся с похожими проектами в Юго-Восточной Азии.
This fell out of one of Abel's coloring books.,Это выпало из раскраски Абеля.
"Nothing, ok?","Ничего, понятно?"
How's that going?,Как продвигаеться?
Mr. Mitchell and the President had a follow-up conversation.,Мистер Митчелл и президент имели продолжительный разговор.
